12.8532 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
12.8558 	INFO 	Loaded monitor calibration from ['2025_04_03 16:09']
13.2987 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fc9ae882190>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fc9ae882130>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fc9ae866bb0>, multiSample=False, name='window1', numSamples=2, pos=[320.0, 150.0], screen=0, size=array([1600, 1200]), stencilBits=8, stereo=False, title='PsychoPy', units='norm', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
13.2989 	EXP 	window1: backgroundImage = ''
13.2989 	EXP 	window1: backgroundFit = 'none'
13.3556 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3570 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3592 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3617 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3643 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3666 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3688 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3698 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3714 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3723 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3742 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3762 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3771 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3785 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3798 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3818 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3834 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3850 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3866 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3882 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3902 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3921 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3945 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3978 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4000 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4026 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4089 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4103 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4132 	DEBUG 	Uploading Texture Font fontname to graphics card
13.4222 	DEBUG 	Upload of Texture Font fontname complete
13.4430 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4454 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4461 	DEBUG 	Uploading Texture Font fontname to graphics card
13.4471 	DEBUG 	Upload of Texture Font fontname complete
16.2679 	INFO 	keyboard.Keyboard is using ptb backend.
16.5724 	INFO 	keyboard.Keyboard is using ptb backend.
16.7654 	INFO 	keyboard.Keyboard is using ptb backend.
16.9548 	INFO 	keyboard.Keyboard is using ptb backend.
17.1508 	INFO 	keyboard.Keyboard is using ptb backend.
17.3434 	INFO 	keyboard.Keyboard is using ptb backend.
17.5394 	INFO 	keyboard.Keyboard is using ptb backend.
17.7332 	INFO 	keyboard.Keyboard is using ptb backend.
17.7332 	EXP 	Psych121Project_nback_ospan: status = STARTED
17.8936 	EXP 	Created sound_question_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='sound_question_text', opacity=1, ori=0.0, pos=array([0.  , 0.25]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1)
17.9348 	EXP 	Created nback_inst = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='nback_inst', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1)
17.9368 	EXP 	Created nback_stim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.3, italic=False, languageStyle='LTR', name='nback_stim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1)
17.9865 	EXP 	Created inst_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='inst_text', opacity=1, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1)
18.0022 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.15, italic=False, languageStyle='LTR', name='text_6', opacity=1, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='This is a practice trial.', units='norm', win=Window(...), wrapWidth=1)
18.0039 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1)
18.0051 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.3, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1)
